content;score;sentiment_rating;wordCount;tweet_with_stopwords;wordCount_after_stopwords;tweet_stemmed
boljug buat iseng-iseng., ahihi;5;Positive;5;boljug isengiseng ahihi;3;boljug isengiseng ahihi
keuntungan mengenai penjawab kurang diberi penjelasan;3;Neutral;6;keuntungan penjawab penjelasan;3;keuntungan penjawab penjelasan
maksih;5;Positive;1;maksih;1;maksih
duh , waktu pertama kali sih suka tapi ko lama lama jadi males ya . di comunnity support org orgnya yang active buat support cuma itu itu aja , jawabannya juga ga begitu bantu karna mereka bukan psikolog. malah pernah pas lg curhat dibales sama orang , eh orangnya bukannya ngasi solusi malah dia yg curhat ke aku ._.;1;Negative;61;duh kali suka ko males  comunnity support org orgnya active support jawabannya ga bantu karna psikolog  pas lg curhat dibales eh orangnya ngasi solusi curhat  ;25;duh kali suka ko male comunn support org orgnya activ support jawabannya ga bantu karna psikolog pa lg curhat dibal eh orangnya ngasi solusi curhat
bagus nih, untuk mencari jawaban ketentraman jiwa haha;4;Positive;9;bagus nih mencari ketentraman jiwa haha;6;bagu nih mencari ketentraman jiwa haha
ok;5;Positive;1;ok;1;ok
responnya cepat;5;Positive;2;responnya cepat;2;responnya cepat
seneng banget sama riliv. ;5;Positive;5;seneng riliv ;2;seneng riliv
tolong diperbaiki waktu pengiriman dan masuknya chat. pengen bantu orang lain, tapi terhambat karena masalah pengiriman pesan. padahal jaringan sudah bagus. ntar orang yang mau dibantu malah berpikir kalau dia ditinggalkan. trus, ada notif pesan masuk, tpi pas buka app nya, malah sama sekali gak ada pesan yang baru. tolong masalah ini cepat diperbaiki. semoga riliv menjadi aplikasi yang lebih terkontrol lagi.;3;Neutral;73;tolong diperbaiki pengiriman masuknya chat  pengen bantu terhambat pengiriman pesan  jaringan bagus  ntar dibantu berpikir ditinggalkan  trus notif pesan masuk tpi pas buka app gak pesan  tolong cepat diperbaiki  semoga riliv aplikasi terkontrol ;33;tolong diperbaiki pengiriman masuknya chat pengen bantu terhambat pengiriman pesan jaringan bagu ntar dibantu berpikir ditinggalkan tru notif pesan masuk tpi pa buka app gak pesan tolong cepat diperbaiki semoga riliv aplikasi terkontrol
keren. jadi bisa berbagi terhadap sesama. hanya saja, terkadang beberapa orang menggunakan app ini untuk saling menjatuhkan.;5;Positive;21;keren  berbagi  terkadang app menjatuhkan ;5;keren berbagi terkadang app menjatuhkan
respon nya lambat pdhl yg curhat itu kan bnr2 butuh solusi agr mndptkn pencerahan dlm mslh nya, trz klo mau beli trlalu mahal..dibanding app lain yg cm 12rb/bulan.. klo ga pake ruby telat bahkan tdk direspon.,sy kecewa dg app ini.... thanks;1;Negative;48;respon lambat pdhl curhat bnr butuh solusi agr mndptkn pencerahan dlm mslh trz klo beli trlalu mahal  dibanding app cm rbbulan  klo ga pake ruby telat tdk direspon sy kecewa dg app  thanks;33;respon lambat pdhl curhat bnr butuh solusi agr mndptkn pencerahan dlm mslh trz klo beli trlalu mahal diband app cm rbbulan klo ga pake rubi telat tdk direspon sy kecewa dg app thank
lumayan bagus untuk membantu curahan hati saya;4;Positive;7;lumayan bagus membantu curahan hati;5;lumayan bagu membantu curahan hati
bagus aplikasi nya, kalau bisa jika curhat dengan psikolog nya langsung geratis yaa ..;3;Neutral;15;bagus aplikasi curhat psikolog langsung geratis yaa ;7;bagu aplikasi curhat psikolog langsung gerati yaa
good;5;Positive;1;good;1;good
tryta ada yg membalas;5;Positive;4;tryta membalas;2;tryta membala
tap klo mo konsul k'pisikolog hrua bayar,, coba klo gratis,,,;4;Positive;15;tap klo mo konsul kpisikolog hrua bayar coba klo gratis;10;tap klo mo konsul kpisikolog hrua bayar coba klo grati
kurang saran;2;Negative;2;saran;1;saran
lumayan membantu;5;Positive;2;lumayan membantu;2;lumayan membantu
tapi ada berbayarnya;5;Positive;3;berbayarnya;1;berbayarnya
lumayan;5;Positive;1;lumayan;1;lumayan
buat bantuin ak ngatasin bipolar;5;Positive;5;bantuin ak ngatasin bipolar;4;bantuin ak ngatasin bipolar
aq suka bnget mslahnya aq in orgnya agak terttp jd sneng bnget bisa curhat tp aq mau nanya di sini qt bisa add teman ya;5;Positive;25;aq suka bnget mslahnya aq in orgnya terttp jd sneng bnget curhat tp aq nanya qt add teman;18;aq suka bnget mslahnya aq in orgnya terttp jd sneng bnget curhat tp aq nanya qt add teman
suka;5;Positive;1;suka;1;suka
terimakasih riliv;5;Positive;2;terimakasih riliv;2;terimakasih riliv
sedikit membantu klo cepat respon tambah senang;5;Positive;7;membantu klo cepat respon senang;5;membantu klo cepat respon senang
coba curhat di komunitas malah dapat respons tidak sopan dan makin tambah kesal. mau beri rating satu untuk pengguna yang tidak sopan, kok bintangnya berubah jadi empat. mana review dan curhatan tidak bisa diedit. langsung uninstall deh.;1;Negative;42;coba curhat komunitas respons sopan kesal  rating pengguna sopan bintangnya berubah  review curhatan diedit  langsung uninstall deh ;17;coba curhat komunita respon sopan kesal rate pengguna sopan bintangnya berubah review curhatan diedit langsung uninstal deh
okelah;4;Positive;1;okelah;1;okelah
saling berbagi pndapt dan saling suport;5;Positive;6;berbagi pndapt suport;3;berbagi pndapt suport
mudahan bisa bermanfaat;4;Positive;3;mudahan bermanfaat;2;mudahan bermanfaat
lumayanlah disaat temen yg bener bener temen mau nanggepin masalah kita dengan serius itu gak ada, disini bisa.. tapi kok kalo mau di tanggepin sama pakar psikologynya harus bayar ruby ya?;2;Negative;34;lumayanlah disaat temen bener bener temen nanggepin serius gak  kalo tanggepin pakar psikologynya bayar ruby ;15;lumayanlah disaat temen bener bener temen nanggepin seriu gak kalo tanggepin pakar psikologynya bayar rubi
gimana cara penggunaannya?/?msih agsk bingung.;5;Positive;10;gimana penggunaannya    msih agsk bingung ;5;gimana penggunaannya msih agsk bingung
saya sudah transfer 79.900 buat beli ruby tanggal 20 desember 2016 dan udah kirim bukti transaksi di aplikasinya, kenapa sampai sekarang ga ada respon? rubynya juga tidak bertambah?;3;Neutral;31;transfer  beli ruby tanggal  desember  udah kirim bukti transaksi aplikasinya ga respon  rubynya bertambah ;14;transfer beli rubi tanggal desemb udah kirim bukti transaksi aplikasinya ga respon rubynya bertambah
curhat dengan mereka sangat lah melegakan hati yang sedang gelisah..;5;Positive;11;curhat melegakan hati gelisah ;4;curhat melegakan hati gelisah
responnya tidak terlalu bagus, juga tidak terlalu memberi solusi terutama untuk permasalahan berupa gangguan psikis. mungkin karena aq ga pake fitur berbayar kali ya, hahaha;2;Negative;28;responnya bagus solusi permasalahan gangguan psikis  aq ga pake fitur berbayar kali hahaha;13;responnya bagu solusi permasalahan gangguan psiki aq ga pake fitur berbayar kali hahaha
sangatt membantu, klo lg butuh pendapat atw apalh;4;Positive;9;sangatt membantu klo lg butuh pendapat atw apalh;8;sangatt membantu klo lg butuh pendapat atw apalh
mantap;5;Positive;1;mantap;1;mantap
good;5;Positive;1;good;1;good
kalau mau ditanggapi konselor profesional harus bayar. apps alodokter aja gratis.;1;Negative;13;ditanggapi konselor profesional bayar  apps alodokter gratis ;7;ditanggapi konselor profesion bayar app alodokt grati
riliv ngertiin perasaan ku banget pokonya ga nyesel deh download aplikasi ini;5;Positive;12;riliv ngertiin perasaan ku pokonya ga nyesel deh aplikasi;9;riliv ngertiin perasaan ku pokonya ga nyesel deh aplikasi
good apps;5;Positive;2;good apps;2;good app
sebuah aplikasi yang sangat membantu,tapi terkadang pas aplikasinya di buka ada tulisan tidak terkoneksi internet.padahal internet saya tersambung.tolong di perbaiki ya;5;Positive;23;aplikasi membantu terkadang pas aplikasinya buka tulisan terkoneksi internetpadahal internet tersambungtolong perbaiki;12;aplikasi membantu terkadang pa aplikasinya buka tulisan terkoneksi internetpadah internet tersambungtolong perbaiki
tolong dibuat dong pembayaran via pulsa kayak game coc, cr, dll. biar lebih gampang. belum punya rekening soalnya.;4;Positive;23;tolong pembayaran via pulsa kayak game coc cr dll  biar gampang  rekening ;12;tolong pembayaran via pulsa kayak game coc cr dll biar gampang reken
"saya suka banget sama riliv....   tapi tolong ya...materi jawabannya di ringanin biar orang orang yang ("") mudah untuk memahaminya...";5;Positive;25;suka riliv  tolong  materi jawabannya ringanin biar    mudah memahaminya ;9;suka riliv tolong materi jawabannya ringanin biar mudah memahaminya
promosi dulu x...namanya jga barcon bro...klo enak bru bayar.payah;1;Negative;13;promosi x  namanya jga barcon bro  klo enak bru bayarpayah;10;promosi x namanya jga barcon bro klo enak bru bayarpayah
semoga aku bisa dapat solusi masalah pribadi aku disini;4;Positive;9;semoga solusi pribadi;3;semoga solusi pribadi
mudah2 an bisa membantu;5;Positive;4;mudah an membantu;3;mudah an membantu
mantap, ayo download ! sangat mmbantu;5;Positive;7;mantap ayo  mmbantu;3;mantap ayo mmbantu
bagus;5;Positive;1;bagus;1;bagu
ok;5;Positive;1;ok;1;ok
keren bisa saling ngedukung satu sama lain;5;Positive;7;keren ngedukung;2;keren ngedukung
aku jadi dibilang ga ngerespon, padahal balesan dari doi aja yg baru masuk pagi, padahal dia ngirimnya jam 7 malem.. padahal koneksi stabil.. hedeeh mohon perbaikannya sedikit gan.. @redmi 3;3;Neutral;36;dibilang ga ngerespon balesan doi masuk pagi ngirimnya jam  malem  koneksi stabil  hedeeh mohon perbaikannya gan   redmi ;17;dibilang ga ngerespon balesan doi masuk pagi ngirimnya jam malem koneksi stabil hedeeh mohon perbaikannya gan redmi
mantap;5;Positive;1;mantap;1;mantap
curhatan gratis itu ternyata ditangapin sama pengguna lain,jadi seharusnya aplikasi ini di beri nama curhat saja deh bukan nya dapet solusi dari orang berpengalaman justru malah ga dapet solusi.tapi malah empati sama orang-oranglain yg curhat. dan apa kegunaan dari level itu?;3;Neutral;45;curhatan gratis ditangapin pengguna aplikasi nama curhat deh dapet solusi berpengalaman ga dapet solusitapi empati orangoranglain curhat  kegunaan level ;19;curhatan grati ditangapin pengguna aplikasi nama curhat deh dapet solusi berpengalaman ga dapet solusitapi empati orangoranglain curhat kegunaan level
cukup membantu;5;Positive;2;membantu;1;membantu
seengga.a apa yang ga bsa d bicarakan sama seseorang dgn tatap muka, bisa d konsultasikan dgn cara yg berbeda. ^^;4;Positive;22;seenggaa ga bsa d bicarakan dgn tatap muka d konsultasikan dgn berbeda  ;12;seenggaa ga bsa d bicarakan dgn tatap muka d konsultasikan dgn berbeda
good;5;Positive;1;good;1;good
good;5;Positive;1;good;1;good
nanti saya bakal tambah bintang kalau responnya cepat dan memberi pemahaman atau penjelasan yang logis;4;Positive;15;bintang responnya cepat pemahaman penjelasan logis;6;bintang responnya cepat pemahaman penjelasan logi
lumayan bisa ktmu orang senasib kadang;3;Neutral;6;lumayan ktmu senasib kadang;4;lumayan ktmu senasib kadang
lumayan sh, tp sayang gb bisa send pic, call n video call;5;Positive;14;lumayan sh tp sayang gb send pic call n video call;11;lumayan sh tp sayang gb send pic call n video call
yaaa lumayan walau pun mengharapkan orang yg asli, kalo di kembangin melalui curhatan video pasti lebih seru, dan gratis.;5;Positive;22;yaaa lumayan mengharapkan asli kalo kembangin curhatan video seru gratis ;10;yaaa lumayan mengharapkan asli kalo kembangin curhatan video seru grati
sangat membantu;5;Positive;2;membantu;1;membantu
aplikasi membantu saya;5;Positive;3;aplikasi membantu;2;aplikasi membantu
masaksih kasih saran ke orang dikasih limit.;5;Positive;8;masaksih kasih saran dikasih limit ;5;masaksih kasih saran dikasih limit
keren.. tingkatkan;5;Positive;3;keren  tingkatkan;2;keren tingkatkan
good....,,;4;Positive;4;good ;1;good
keren;1;Negative;1;keren;1;keren
disini baru tempatnya curhat ketimbang curhat sama teman yg sama anjingnya dengan mantan kita.;4;Positive;15;tempatnya curhat ketimbang curhat teman anjingnya mantan ;7;tempatnya curhat ketimbang curhat teman anjingnya mantan
lagi butuh solusi malah bikin emosi;1;Negative;6;butuh solusi bikin emosi;4;butuh solusi bikin emosi
keren habis nih aplikasi;5;Positive;4;keren habis nih aplikasi;4;keren habi nih aplikasi
walaupun masalah sendiri banyak , makasih riliv dan semoga bisa terus di kembangkan. oiya admin saya ingin request supaya para user jangan di kasih batasan limit menjawab permasalahan orang lain supaya bisa saling membantu :);5;Positive;37;makasih riliv semoga kembangkan  oiya admin request user kasih batasan limit permasalahan membantu  ;13;makasih riliv semoga kembangkan oiya admin request user kasih batasan limit permasalahan membantu
ini app, usernya pada kurang gercep buat naggepin. bahkan kaga ada yg nanggepin -_- terus buat apa urhat dimari;2;Negative;21;app usernya gercep naggepin  kaga nanggepin  urhat dimari;8;app usernya gercep naggepin kaga nanggepin urhat dimari
bagus, cuma harus pakai ruby.. ;5;Positive;7;bagus pakai ruby ;3;bagu pakai rubi
aku suka banget sama aplikasi riliv karena udh ngebantu mengurangi stress ku yang selama ini terpendam jadi diungkapkan dan tidak takut ketahuan karena bersifat anonim thx ya riliv semoga makin sukses ini aplikasinya;5;Positive;33;suka aplikasi riliv udh ngebantu mengurangi stress ku terpendam takut ketahuan bersifat anonim thx riliv semoga sukses aplikasinya;18;suka aplikasi riliv udh ngebantu mengurangi stress ku terpendam takut ketahuan bersifat anonim thx riliv semoga suks aplikasinya
membantu;5;Positive;1;membantu;1;membantu
hai riliv, beberapa hari ini aplikasi kok selalu nutup kalo dibuka. kalo udah bisa dibuka, gak bisa posting dan postingan relievernya juga tidak muncul.. apakah servernya sedang perbaikan?;4;Positive;33;hai riliv aplikasi nutup kalo dibuka  kalo udah dibuka gak posting postingan relievernya muncul  servernya perbaikan ;16;hai riliv aplikasi nutup kalo dibuka kalo udah dibuka gak post postingan relievernya muncul servernya perbaikan
aplikasi nya seru, cuma kurang terkenal, so pengguna nya sedikit. tpi sumpah nih aplikasi bagus banget;5;Positive;19;aplikasi seru terkenal so pengguna  tpi sumpah nih aplikasi bagus;10;aplikasi seru terken so pengguna tpi sumpah nih aplikasi bagu
alhmdulilah riliv sangat mmbantu saran* yang di kasih kenak banget di hati.;5;Positive;14;alhmdulilah riliv mmbantu saran  kasih kenak hati ;7;alhmdulilah riliv mmbantu saran kasih kenak hati
mantap bsa curhat.;5;Positive;4;mantap bsa curhat ;3;mantap bsa curhat
bagus, walau curhatannya di blsnya lama;5;Positive;7;bagus curhatannya blsnya;3;bagu curhatannya blsnya
nice;4;Positive;1;nice;1;nice
apa maksudnya dengan riliv for work kenapa dikenakan voucher segala?;3;Neutral;11;maksudnya riliv for work dikenakan voucher ;6;maksudnya riliv for work dikenakan voucher
tapi sayangnya kalau mau curhat sama yg pinter harus pake 75ruby-_-;3;Neutral;11;sayangnya curhat pinter pake ruby;5;sayangnya curhat pinter pake rubi
saya kesulitan.login tolong di perbaiki padahal udh masuk tpi tba2 eror;2;Negative;11;kesulitanlogin tolong perbaiki udh masuk tpi tba eror;8;kesulitanlogin tolong perbaiki udh masuk tpi tba eror
gampang pakainya;5;Positive;2;gampang pakainya;2;gampang pakainya
benar-benar membuatku tenang. banyak yang care dan memberikan saran atas masalahku;5;Positive;12;benarbenar membuatku tenang  care saran masalahku;6;benarbenar membuatku tenang care saran masalahku
good;4;Positive;1;good;1;good
good in the hood;5;Positive;4;good in the hood;4;good in the hood
lov;5;Positive;1;lov;1;lov
saya kesulitan log in di riliv untuk bisa memulai percakapan apa bisa di gunakan menggunakan note 3?;4;Positive;18;kesulitan log in riliv percakapan note  ;6;kesulitan log in riliv percakapan note
saya menyukai aplikasi ini.. ini sangat membantu. terima kasih :);4;Positive;13;menyukai aplikasi  membantu  terima kasih  ;5;menyukai aplikasi membantu terima kasih
suka banget!! kita bisa curhat dan dikasi solusi plus kita bisa ngasih saran;5;Positive;15;suka   curhat dikasi solusi plus ngasih saran;7;suka curhat dikasi solusi plu ngasih saran
baru tahu saya ada aplikasi ini ,, saya harap bisa membantu masalah2 saya;5;Positive;14;aplikasi harap membantu masalah;4;aplikasi harap membantu masalah
sangat membantu menyelesakan masalah, jadi aku kasih bintang 5;5;Positive;10;membantu menyelesakan kasih bintang ;4;membantu menyelesakan kasih bintang
ok;5;Positive;1;ok;1;ok
bagus sih berguna banget untuk curhat;5;Positive;6;bagus berguna curhat;3;bagu berguna curhat
keren sihh tapi aku bingung. cara pilih relievernya gmana? selain lewat pencarian.;5;Positive;15;keren sihh bingung  pilih relievernya gmana  pencarian ;7;keren sihh bingung pilih relievernya gmana pencarian
tapi sayang, kayaknya aplikasi ini maksa untuk dikasih bintang 5 deh...;4;Positive;13;sayang kayaknya aplikasi maksa dikasih bintang  deh ;7;sayang kayaknya aplikasi maksa dikasih bintang deh
suka sama aplikasinya. tapi ko tiba2 eror yaa? ga bisa terkoneksi, padahal sinyalnya bagus??;4;Positive;19;suka aplikasinya  ko tiba eror yaa  ga terkoneksi sinyalnya bagus  ;10;suka aplikasinya ko tiba eror yaa ga terkoneksi sinyalnya bagu
knp loading trs ya udh diinstal padahal jaringan juga bagus;4;Positive;10;knp loading trs udh diinstal jaringan bagus;7;knp load tr udh diinstal jaringan bagu
"kenapa aplikasinya tidak bisa konek ke internet? padahal semalam baikbaik saja. saat saya buka pavi ini saya selalu mendapatkan tulisan "" no internet found, please check your internet connection"" padahal koneksi internet saya bagus sekali. tolong dong diperbaiki. terimakasih";3;Neutral;45;aplikasinya konek internet  semalam baikbaik  buka pavi tulisan  no internet found please check your internet connection  koneksi internet bagus  tolong diperbaiki  terimakasih;22;aplikasinya konek internet semalam baikbaik buka pavi tulisan no internet found pleas check your internet connect koneksi internet bagu tolong diperbaiki terimakasih
good;5;Positive;1;good;1;good
good;5;Positive;1;good;1;good
ntab;4;Positive;1;ntab;1;ntab
this app is really good.;4;Positive;6;this app is really good ;5;thi app is realli good
masih ini sangat membantu;5;Positive;4;membantu;1;membantu
bagus;5;Positive;1;bagus;1;bagu
aku suka aplikasi ini :) tapi ada sedikit masukkan. kalo bisa dikasi fitur bikin avatar sendiri. trs juga otomatis blokir kata2 yang nggak sopan/berbau dewasa. biar nggak disalahgunakan. soalny sempet nemu post berbau dewasa~. makin keren ya riliv! ;5;Positive;45;suka aplikasi   masukkan  kalo dikasi fitur bikin avatar  trs otomatis blokir kata nggak sopanberbau dewasa  biar nggak disalahgunakan  soalny sempet nemu post berbau dewasa  keren riliv ;26;suka aplikasi masukkan kalo dikasi fitur bikin avatar tr otomati blokir kata nggak sopanberbau dewasa biar nggak disalahgunakan soalni sempet nemu post berbau dewasa keren riliv
klo bagus gw lanjut.;3;Neutral;5;klo bagus gw ;3;klo bagu gw
nice;5;Positive;1;nice;1;nice
min saya kan transfer buat beli rubi cuma saya lupa input no invoice nya gimana ya;5;Positive;16;min transfer beli rubi lupa input no invoice gimana;9;min transfer beli rubi lupa input no invoic gimana
pertama kali pake slow respon, cuman memang idenya bagus namun pelayanan kurang, tadinya ini salah satu solusi cuman setelah liat lebih baik curhat sama temen sendiri,. lebih dikembangkan dan kalau bisa yang pelayanan yang free lebih diperbaiki, kalau perlu new member dikasih gratis konsultasi sama psikolognya langsung, maaf belum bisa ngasih bintang banyak...;1;Negative;60;kali pake slow respon cuman idenya bagus pelayanan salah solusi cuman liat curhat temen  dikembangkan pelayanan free diperbaiki new member dikasih gratis konsultasi psikolognya langsung maaf ngasih bintang ;28;kali pake slow respon cuman idenya bagu pelayanan salah solusi cuman liat curhat temen dikembangkan pelayanan free diperbaiki new member dikasih grati konsultasi psikolognya langsung maaf ngasih bintang
lega pada saat cerita, dan sangat membantu;5;Positive;8;lega cerita membantu;3;lega cerita membantu
tolong aplikasinya di buat stabil ya. soalnya post kadang nyasar2;4;Positive;11;tolong aplikasinya stabil  post kadang nyasar;6;tolong aplikasinya stabil post kadang nyasar
terimakasih... :-);5;Positive;5;terimakasih    ;1;terimakasih
kenapa tampilan nya malah seperti forum chat? banyak sekali spam pekerjaan,kembalikan riliv yang seperti dulu yang bisa milih psikolog mana buat curhat. balas atau dapat bintang 1!;5;Positive;32;tampilan forum chat  spam pekerjaan kembalikan riliv milih psikolog curhat  balas bintang  ;12;tampilan forum chat spam pekerjaan kembalikan riliv milih psikolog curhat bala bintang
makasih;4;Positive;1;makasih;1;makasih
sangat bagus .sangat membantu bgt;5;Positive;5;bagus sangat membantu;3;bagu sangat membantu
suka sekaliiii;5;Positive;2;suka sekaliiii;2;suka sekaliiii
aneh udh log in trs log out trs mau log-in lg malah gabisa;3;Neutral;13;aneh udh log in trs log out trs login lg gabisa;11;aneh udh log in tr log out tr login lg gabisa
aku suka banget aplikasi ini. ternyata memberi saran untuk orang lain itu membuat bahagia ya, sekalipun kita punya masalah juga. pokoknya aku suka banget aplikasi ini :);5;Positive;31;suka aplikasi  saran bahagia  pokoknya suka aplikasi  ;7;suka aplikasi saran bahagia pokoknya suka aplikasi
sedikit membantu tapi tolong perbaiki;3;Neutral;5;membantu tolong perbaiki;3;membantu tolong perbaiki
asik;5;Positive;1;asik;1;asik
jempol bangey deee buat aplikasi ini , membantu banget rasanya lega aja klau ad msalah langsung di kluarin dn ad yg ngasih pndapat , aku suka bangett;5;Positive;27;jempol bangey deee aplikasi membantu lega klau ad msalah langsung kluarin dn ad ngasih pndapat suka bangett;17;jempol bangey deee aplikasi membantu lega klau ad msalah langsung kluarin dn ad ngasih pndapat suka bangett
yang sedih, marah, galau bisa terbanty gara-gara aplikasi ini. dan yang udah lega bisa ngebantuin yang lain juga.. . saluutt..;5;Positive;25;sedih marah galau terbanty garagara aplikasi  udah lega ngebantuin   saluutt ;10;sedih marah galau terbanti garagara aplikasi udah lega ngebantuin saluutt
aku sih lumayan suka tapi aku terus kasi nasehat sama mereka gk ada yang ngasih nasehat sama aku terus kalo mau curhat ke yang lebih profesional harus pake diamon gitu atau apalah itu namanya gk tau;4;Positive;36;lumayan suka kasi nasehat gk ngasih nasehat kalo curhat profesional pake diamon gitu apalah namanya gk tau;17;lumayan suka kasi nasehat gk ngasih nasehat kalo curhat profesion pake diamon gitu apalah namanya gk tau
apikkk;5;Positive;1;apikkk;1;apikkk
cuman sayangnya pake ruby.  kalo yg gratis yaampun gada yg ngerespon t.t pdhal kita curhat kan pengen ada yg respon,  curhat disini kan karena malu kalo curhat sama orang orang deket.  yaela;5;Positive;35;cuman sayangnya pake ruby  kalo gratis yaampun gada ngerespon tt pdhal curhat pengen respon curhat malu kalo curhat deket  yaela;20;cuman sayangnya pake rubi kalo grati yaampun gada ngerespon tt pdhal curhat pengen respon curhat malu kalo curhat deket yaela
app yang bagus. membantu untuk biaa saling sharing dan support.;5;Positive;12;app bagus  membantu biaa sharing support ;6;app bagu membantu biaa share support
buat membantu curhat ada limitnya ya perminggu? mhon jwabannya?;4;Positive;11;membantu curhat limitnya perminggu  mhon jwabannya ;6;membantu curhat limitnya perminggu mhon jwabannya
sayang sekali untuk curhat ke top riliv harus bayar. :( :(;5;Positive;14;sayang curhat top riliv bayar     ;5;sayang curhat top riliv bayar
good apps;5;Positive;2;good apps;2;good app
nice app;4;Positive;2;nice app;2;nice app
kok gk ada balesan ya padhal -_- hualaah susah deh ceritanyaaa.. tp keren aplikasi ini .;5;Positive;17;gk balesan padhal  hualaah susah deh ceritanyaaa  tp keren aplikasi ;10;gk balesan padhal hualaah susah deh ceritanyaaa tp keren aplikasi
coba dulu deh kalau bagus kasih bintang 5;4;Positive;8;coba deh bagus kasih bintang ;5;coba deh bagu kasih bintang
lumaya;4;Positive;1;lumaya;1;lumaya
tolong dong kotanya di lengkapin lagi .. masak kota jember gak ada .. apaan .. diskriminasi apa yang bikin aplikasi ini gak luas wawasannya ? kok sampek kota jember gak ada .. !!!!;2;Negative;36;tolong kotanya lengkapin  masak kota jember gak   diskriminasi bikin aplikasi gak luas wawasannya  sampek kota jember gak     ;17;tolong kotanya lengkapin masak kota jember gak diskriminasi bikin aplikasi gak lua wawasannya sampek kota jember gak
cukup bagus;5;Positive;2;bagus;1;bagu
gimna sihhh cara nya buat curhat;5;Positive;6;gimna sihhh curhat;3;gimna sihhh curhat
bagus;5;Positive;1;bagus;1;bagu
kalau bisa gak perlu pake ruby,biar makin nyaman.;4;Positive;11;gak pake ruby biar nyaman ;5;gak pake rubi biar nyaman
suka sekali;5;Positive;2;suka;1;suka
kalau mau login harus ngisi email. giliran di isi, email gak terdaftar. apa mau daftar dlu. tapi gak ada tuh, yg hrus diklik buat daftar;2;Negative;30;login ngisi email  giliran isi email gak terdaftar  daftar dlu  gak tuh hrus diklik daftar;15;login ngisi email giliran isi email gak terdaftar daftar dlu gak tuh hru diklik daftar
tolong perbaiki lagi;2;Negative;3;tolong perbaiki;2;tolong perbaiki
seneng;5;Positive;1;seneng;1;seneng
bagus;5;Positive;1;bagus;1;bagu
melalui curhat dengan seseorang perasaan kita jadi lebih ringan , n melalui app ini sangat membantu kita mau curhat tp tetap ada privasi;4;Positive;23;curhat perasaan ringan n app membantu curhat tp privasi;9;curhat perasaan ringan n app membantu curhat tp privasi
satu satunya aplikasi yg baru aku tau san aku langsung kasih bintang 5, tapiiiii ada limit mingguan, hmmpt gak bisa bnyak jadi suntuknya disitu;5;Positive;26;satunya aplikasi tau san langsung kasih bintang  tapiiiii limit mingguan hmmpt gak bnyak suntuknya disitu;15;satunya aplikasi tau san langsung kasih bintang tapiiiii limit mingguan hmmpt gak bnyak suntuknya disitu
"aplikasinya ngebantu banget buat keluarin unek""";5;Positive;7;aplikasinya ngebantu keluarin unek ;4;aplikasinya ngebantu keluarin unek
secara keseluruhan sudah sangat bagus,tapi alangkah baiknya jika pembatasan limit mingguan dihilangkan;5;Positive;14;bagus alangkah baiknya pembatasan limit mingguan dihilangkan;7;bagu alangkah baiknya pembatasan limit mingguan dihilangkan
buat orang yang suntuk hari harinya ini ngebantu;5;Positive;8;suntuk harinya ngebantu;3;suntuk harinya ngebantu
setiap mau daftar aplikasinya selalu berhenti, gimana sihh;4;Positive;9;daftar aplikasinya berhenti gimana sihh;5;daftar aplikasinya berhenti gimana sihh
love riliv;5;Positive;2;love riliv;2;love riliv
aaku kurangi bintangnya karena eror mulu;3;Neutral;6;aaku kurangi bintangnya eror mulu;5;aaku kurangi bintangnya eror mulu
gw suka sama aplikasi ini;5;Positive;5;gw suka aplikasi;3;gw suka aplikasi
masi sepi;3;Neutral;2;masi sepi;2;masi sepi
psikolognya lucu lucu..;5;Positive;4;psikolognya lucu lucu ;3;psikolognya lucu lucu
bagus bingiits;5;Positive;2;bagus bingiits;2;bagu bingiit
lebih suka versi lawas, dmana kita bisa pilih siapa saja psikolog/mahasiswa yang mau kita ajak cerita tanpa ada batasan level/ruby.;4;Positive;22;suka versi lawas dmana pilih psikologmahasiswa ajak cerita batasan levelruby ;10;suka versi lawa dmana pilih psikologmahasiswa ajak cerita batasan levelrubi
tapi ada lebih baiknya lagi klo bisa nyaranin ke orang ga d batesin level;4;Positive;14;baiknya klo nyaranin ga d batesin level;7;baiknya klo nyaranin ga d batesin level
sangat membantu;5;Positive;2;membantu;1;membantu
membantu sekali;5;Positive;2;membantu;1;membantu
gmn cara liat balasan org yg ksh tanggapan?;5;Positive;9;gmn liat balasan org ksh tanggapan ;6;gmn liat balasan org ksh tanggapan
jelekk;1;Negative;1;jelekk;1;jelekk
kodenya apa;3;Neutral;2;kodenya;1;kodenya
bagus banget jadi bisa ngilangin beban galau gue ;5;Positive;8;bagus ngilangin beban galau gue;5;bagu ngilangin beban galau gue
cara mendapatkan kode promosi ruby gimana ya kak?;5;Positive;9;kode promosi ruby gimana kak ;5;kode promosi rubi gimana kak
dapat memecahkan masalah;5;Positive;3;memecahkan;1;memecahkan
gmn cara menggunakannya;4;Positive;3;gmn menggunakannya;2;gmn menggunakannya
kenapa gak bisa login, chek email gak ad notifikasi yang masuk dri pihak riliv nya mohon bantuannya admin;1;Negative;19;gak login chek email gak ad notifikasi masuk dri riliv mohon bantuannya admin;13;gak login chek email gak ad notifikasi masuk dri riliv mohon bantuannya admin
